genes	Diff1	Diff2
NDUFB7	0.004713436	0.004713436
NDUFB8	-0.009154315	-0.009154315
NDUFB9	-0.063780528	-0.063780528
NDUFC1	0.087184099	0.087184099
NDUFC2	0.03725531	0.03725531
NDUFS1	-0.06441463	-0.06441463
NDUFS2	0.06934665	0.06934665
NDUFS3	0.023154044	0.023154044
NDUFS4	0.022860683	0.022860683
NDUFS5	0.055589267	0.055589267
NDUFS6	-0.405356215	-0.405356215
NDUFS7	0.120938635	0.120938635
NDUFS8	0.011245859	0.011245859
NDUFV1	-0.119878265	-0.119878265
NDUFV2	0.157582625	0.157582625
NDUFV3	-0.029110584	-0.029110584
NEAT1	0.719652072	0.719652072
NEB	-0.484648688	-0.484648688
NEBL	0.008798548	0.008798548
NECAB1	0.071974017	0.071974017
NECAB2	-0.023380219	-0.023380219
NECAB3	0.257830492	0.257830492
NECAP1	-0.038726368	-0.038726368
NECAP2	-0.088132206	-0.088132206
NECTIN1	0.331633074	0.331633074
NECTIN2	-0.144905998	-0.144905998
NECTIN3	-0.250730104	-0.250730104
NECTIN4	0.261801575	0.261801575
NEDD1	-0.04116659	-0.04116659
NEDD4	-0.227736804	-0.227736804
NEDD4L	-0.047423273	-0.047423273
NEDD8	-0.025552605	-0.025552605
NEDD9	-0.111777397	-0.111777397
NEFH	0.066954503	0.066954503
NEFL	-0.014214779	-0.014214779
NEGR1	-0.011934097	-0.011934097
NEIL1	0.269030316	0.269030316
NEIL2	-0.057499698	-0.057499698
NEIL3	-0.214051405	-0.214051405
NEK1	-0.078209016	-0.078209016
NEK10	-0.080172296	-0.080172296
NEK11	0.075454481	0.075454481
NEK2	-0.287986893	-0.287986893
NEK3	0.014683285	0.014683285
NEK4	0.005050063	0.005050063
NEK5	-0.031505637	-0.031505637
NEK6	-0.049722371	-0.049722371
NEK7	0.171584316	0.171584316
NEK8	0.143234178	0.143234178
NEK9	-0.083667674	-0.083667674
NELFA	-0.15132321	-0.15132321
NELFB	0.025385232	0.025385232
NELFCD	-0.105070346	-0.105070346
NELFE	-0.141366415	-0.141366415
NELL2	-0.052963599	-0.052963599
NEMF	-0.211179506	-0.211179506
NEMP1	-0.083339441	-0.083339441
NEMP2	-0.046462471	-0.046462471
NENF	-0.137161491	-0.137161491
NEO1	-0.296793597	-0.296793597
NEPNP	-0.003502678	-0.003502678
NEPRO	-0.306896924	-0.306896924
NES	-0.490068953	-0.490068953
NET1	-0.27692523	-0.27692523
NETO1	0.004749739	0.004749739
NETO2	-0.531779065	-0.531779065
NEU1	-0.091670626	-0.091670626
NEU2	0.423351546	0.423351546
NEU3	0.410988232	0.410988232
NEURL1	-0.147243069	-0.147243069
NEURL1B	0.269419425	0.269419425
NEURL2	0.19469932	0.19469932
NEURL3	0.771508241	0.771508241
NEURL4	-0.116517718	-0.116517718
NEUROD1	0.01729531	0.01729531
NEUROD2	-0.014214779	-0.014214779
NEUROG2	0.015541017	0.015541017
NEXMIF	0.078731673	0.078731673
NEXN	0.025818022	0.025818022
NF1	-0.166770082	-0.166770082
NF2	-0.371594262	-0.371594262
NFAM1	1.293298829	1.293298829
NFASC	0.105219395	0.105219395
NFAT5	-0.088120531	-0.088120531
NFATC1	0.418468651	0.418468651
NFATC2	-0.140544552	-0.140544552
NFATC2IP	-0.317590875	-0.317590875
NFATC3	-0.143588032	-0.143588032
NFATC4	0.825619704	0.825619704
NFE2	0.308442959	0.308442959
NFE2L1	-0.214622506	-0.214622506
NFE2L2	0.191237592	0.191237592
NFE2L3	-0.033899592	-0.033899592
NFIA	-0.492046285	-0.492046285
NFIB	-0.224851644	-0.224851644
NFIC	-0.374048055	-0.374048055
NFIL3	-0.101325668	-0.101325668
NFIX	0.35661292	0.35661292
NFKB1	0.100500698	0.100500698
NFKB2	-0.00923428	-0.00923428
NFKBIA	0.677131246	0.677131246
NFKBIB	-0.064639449	-0.064639449
NFKBID	0.7338696	0.7338696
NFKBIE	0.471267051	0.471267051
NFKBIL1	-0.261944959	-0.261944959
NFKBIZ	0.148635273	0.148635273
NFRKB	-0.185590062	-0.185590062
NFS1	-0.022766028	-0.022766028
NFU1	-0.132779216	-0.132779216
NFX1	-0.154034151	-0.154034151
NFXL1	-0.239508712	-0.239508712
NFYA	-0.151625082	-0.151625082
NFYB	-0.126699359	-0.126699359
NFYC	-0.159125688	-0.159125688
NGB	0.0933549	0.0933549
NGDN	0.021387011	0.021387011
NGEF	0.114746792	0.114746792
NGF	-0.051372201	-0.051372201
NGFR	0.957256671	0.957256671
NGLY1	0.153365129	0.153365129
NGRN	-0.055789354	-0.055789354
NHEJ1	0.007156434	0.007156434
NHLH1	-0.018861176	-0.018861176
NHLRC1	-0.196120891	-0.196120891
NHLRC2	-0.292444245	-0.292444245
NHLRC3	-0.04504608	-0.04504608
NHLRC4	-0.000631922	-0.000631922
NHP2	-0.407116423	-0.407116423
NHS	-0.021555777	-0.021555777
NHSL1	-0.087524523	-0.087524523
NHSL2	0.249973165	0.249973165
NIBAN1	0.321752948	0.321752948
NIBAN2	-0.10849297	-0.10849297
NIBAN3	-0.367796498	-0.367796498
NICN1	0.190694419	0.190694419
NID1	0.496801283	0.496801283
NID2	-0.282916017	-0.282916017
NIF3L1	-0.213815002	-0.213815002
NIFK	-0.097470638	-0.097470638
NIM1K	0.084448317	0.084448317
NIN	-0.247686961	-0.247686961
NINJ1	0.168148212	0.168148212
NINJ2	-0.042058601	-0.042058601
NINL	-0.198503416	-0.198503416
NIP7	-0.105620729	-0.105620729
NIPA1	0.020409399	0.020409399
NIPA2	-0.025052137	-0.025052137
NIPAL1	0.142171795	0.142171795
NIPAL2	0.3871528	0.3871528
NIPAL3	0.073562276	0.073562276
NIPAL4	0.196051963	0.196051963
NIPBL	-0.102299553	-0.102299553
NIPSNAP1	0.016602191	0.016602191
NIPSNAP2	0.017602522	0.017602522
NIPSNAP3B	0.123101117	0.123101117
NISCH	-0.226100625	-0.226100625
NIT1	0.132330624	0.132330624
NIT2	-0.052607684	-0.052607684
NKAIN1	-0.18037907	-0.18037907
NKAIN2	-0.105218896	-0.105218896
NKAIN4	0.062270049	0.062270049
NKAP	0.04913817	0.04913817
NKAPD1	-0.153365602	-0.153365602
NKAPL	-0.090224292	-0.090224292
NKD1	0.145265658	0.145265658
NKD2	-0.132923413	-0.132923413
NKG7	1.855578178	1.855578178
NKIRAS1	-0.029785144	-0.029785144
NKIRAS2	-0.065303924	-0.065303924
NKPD1	0.213728824	0.213728824
NKRF	-0.015996438	-0.015996438
NKTR	-0.509851185	-0.509851185
NKX1-1	0.001014419	0.001014419
NKX1-2	0.003553695	0.003553695
NKX2-1	0.026498949	0.026498949
NKX2-5	0.056865884	0.056865884
NKX6-1	-0.037132033	-0.037132033
NLE1	-0.510403412	-0.510403412
NLGN1	0.133894315	0.133894315
NLGN2	-0.007932432	-0.007932432
NLGN3	0.061896627	0.061896627
NLK	-0.068490446	-0.068490446
NLN	-0.193298855	-0.193298855
NLRC3	0.280898129	0.280898129
NLRC4	0.293764103	0.293764103
NLRC5	0.658568764	0.658568764
NLRP10	0.103281083	0.103281083
NLRP12	-0.047676616	-0.047676616
NLRP1	0.574455654	0.574455654
NLRP3	0.691746987	0.691746987
NLRP6	-0.005876893	-0.005876893
NLRP9	-0.014010711	-0.014010711
NLRX1	0.26034427	0.26034427
NMB	-0.070392676	-0.070392676
NMBR	-0.05029396	-0.05029396
NMD3	-0.136758727	-0.136758727
NME1	-0.214260139	-0.214260139
NME2	-0.215196713	-0.215196713
NME3	-0.220157258	-0.220157258
NME4	-0.439717125	-0.439717125
NME5	-0.083610881	-0.083610881
NME6	-0.045864058	-0.045864058
NME7	0.092137838	0.092137838
NMI	0.666802037	0.666802037
NMNAT1	0.057794204	0.057794204
NMNAT2	0.016431565	0.016431565
NMNAT3	0.076786525	0.076786525
NMRAL1	-0.342606212	-0.342606212
NMRK1	0.035148773	0.035148773
NMRK2	-0.12326179	-0.12326179
NMT1	-0.036959641	-0.036959641
NMT2	-0.023851747	-0.023851747
NMUR1	0.116167067	0.116167067
NNAT	0.040685579	0.040685579
NNMT	0.662841	0.662841
NNT	-0.236904967	-0.236904967
NOA1	-0.253503906	-0.253503906
NOB1	-0.193597308	-0.193597308
NOC2L	-0.381560455	-0.381560455
NOC3L	-0.189760953	-0.189760953
NOC4L	-0.113604536	-0.113604536
NOCT	0.014756859	0.014756859
NOD1	0.833759077	0.833759077
NOD2	0.38499339	0.38499339
NODAL	0.006957488	0.006957488
NOG	0.103719063	0.103719063
NOL10	-0.21516478	-0.21516478
NOL11	-0.098534181	-0.098534181
NOL12	-0.219719275	-0.219719275
NOL3	0.12008883	0.12008883
NOL4	-0.000847273	-0.000847273
NOL4L	-0.142935838	-0.142935838
NOL6	-0.278065565	-0.278065565
NOL7	-0.031998856	-0.031998856
NOL8	-0.12373466	-0.12373466
NOL9	-0.0265886	-0.0265886
NOLC1	-0.550931589	-0.550931589
NOM1	-0.005282839	-0.005282839
NOMO1	-0.374705362	-0.374705362
NONO	-0.167307875	-0.167307875
NOP10	-0.098815057	-0.098815057
NOP14	-0.316229338	-0.316229338
NOP16	-0.494767897	-0.494767897
NOP2	-0.293701545	-0.293701545
NOP53	-0.338399326	-0.338399326
NOP56	-0.339309711	-0.339309711
NOP58	-0.368163656	-0.368163656
NOP9	-0.1231902	-0.1231902
NOPCHAP1	-0.163664465	-0.163664465
NORAD	0.031930138	0.031930138
NOS1	0.075348334	0.075348334
NOS1AP	0.062487084	0.062487084
NOS2	1.682668275	1.682668275
NOS3	-0.202908214	-0.202908214
NOSIP	-0.067533834	-0.067533834
NOSTRIN	0.053681123	0.053681123
NOTCH1	-0.004492242	-0.004492242
NOTCH2	0.133185448	0.133185448
NOTCH3	-0.33626265	-0.33626265
NOTCH4	0.047494348	0.047494348
NOTUM	-0.038747727	-0.038747727
NOVA1	-0.02009214	-0.02009214
NOVA2	-0.084413111	-0.084413111
NOX1	0.225507354	0.225507354
NOX3	0.010508033	0.010508033
NOX4	-0.012863361	-0.012863361
NOXA1	0.01220135	0.01220135
NOXO1	0.412758315	0.412758315
NOXRED1	-0.292915592	-0.292915592
NPAS1	-0.186416003	-0.186416003
NPAS2	0.166835627	0.166835627
NPAS3	-0.156608066	-0.156608066
NPAS4	-0.052663948	-0.052663948
NPAT	-0.200584402	-0.200584402
NPB	-0.537307486	-0.537307486
NPBWR1	0.029946412	0.029946412
NPC1	0.087398179	0.087398179
NPC1L1	-0.00749425	-0.00749425
NPC2	0.302768341	0.302768341
NPDC1	0.000771741	0.000771741
NPEPL1	-0.210368637	-0.210368637
NPEPPS	-0.074602853	-0.074602853
NPFF	0.166318001	0.166318001
NPFFR1	-0.062505993	-0.062505993
NPHP1	0.008378091	0.008378091
NPHP3	-0.236285165	-0.236285165
NPHP4	-0.25155045	-0.25155045
NPHS1	0.018543143	0.018543143
NPHS2	0.04138249	0.04138249
NPL	0.892685172	0.892685172
NPLOC4	-0.209251364	-0.209251364
NPM1	-0.125809997	-0.125809997
NPM2	-0.208480693	-0.208480693
NPM3	-0.457981048	-0.457981048
NPNT	-0.307457003	-0.307457003
NPPB	0.574883576	0.574883576
NPPC	0.075864715	0.075864715
NPR1	0.262735238	0.262735238
NPR2	-0.037637335	-0.037637335
NPR3	-0.30612993	-0.30612993
NPRL2	0.20275183	0.20275183
NPRL3	0.101649065	0.101649065
NPS	-0.115559031	-0.115559031
NPSR1	-0.00710739	-0.00710739
NPTN	0.30103184	0.30103184
NPTX1	0.126495843	0.126495843
NPTX2	-0.06516596	-0.06516596
NPTXR	-0.502311705	-0.502311705
NPW	0.044517976	0.044517976
NPY	1.279216924	1.279216924
NPY1R	0.278109727	0.278109727
NPY4R	-0.019559357	-0.019559357
NPY5R	0.010508033	0.010508033
NQO1	-0.046230998	-0.046230998
NQO2	0.213230867	0.213230867
NR0B2	-0.006577207	-0.006577207
NR1D1	0.049846405	0.049846405
NR1D2	-0.022859967	-0.022859967
NR1H2	-0.061624305	-0.061624305
NR1H3	1.194322264	1.194322264
NR1H4	0.05730732	0.05730732
NR1I2	0.009956276	0.009956276
NR1I3	-0.006992029	-0.006992029
NR2C1	-0.071603576	-0.071603576
NR2C2	-0.441344113	-0.441344113
NR2C2AP	-0.283714103	-0.283714103
NR2E3	-0.093543913	-0.093543913
NR2F1	0.261369828	0.261369828
NR2F2	0.233859505	0.233859505
NR2F6	-0.084805474	-0.084805474
NR3C1	0.113301828	0.113301828
NR3C2	-0.021148753	-0.021148753
NR4A1	-0.250921515	-0.250921515
NR4A2	0.229561144	0.229561144
NR4A3	-0.247806028	-0.247806028
NR5A1	-0.005355694	-0.005355694
NR5A2	0.119167662	0.119167662
NR6A1	-0.093852438	-0.093852438
NRADDP	0.257049364	0.257049364
NRAP	-0.415163857	-0.415163857
NRARP	0.380861683	0.380861683
NRAS	-0.025068621	-0.025068621
NRBF2	0.114517677	0.114517677
NRBP1	0.201157512	0.201157512
NRBP2	-0.066775477	-0.066775477
NRCAM	-0.034422705	-0.034422705
NRDC	-0.11779055	-0.11779055
NRDE2	-0.104071637	-0.104071637
NREP	0.563791261	0.563791261
NRF1	-0.170967932	-0.170967932
NRG1	-0.070522411	-0.070522411
NRG2	-0.059216363	-0.059216363
NRG4	-0.232489102	-0.232489102
NRGN	0.651637546	0.651637546
NRIP1	-0.29034589	-0.29034589
NRIP2	-0.284739531	-0.284739531
NRIP3	-0.444411012	-0.444411012
NRK	0.360158711	0.360158711
NRM	-0.109782265	-0.109782265
NRN1	0.200520103	0.200520103
NRN1L	0.507804166	0.507804166
NRON	0.04873523	0.04873523
NRP1	0.348975407	0.348975407
NRP2	-0.101267912	-0.101267912
NRROS	0.648231078	0.648231078
NRSN1	-0.014010711	-0.014010711
NRTN	-0.242533938	-0.242533938
NRXN1	-0.085935635	-0.085935635
NRXN2	-0.345717233	-0.345717233
NRXN3	-0.102577837	-0.102577837
NSA2	-0.014900235	-0.014900235
NSMCE3	-0.13438704	-0.13438704
NSD1	-0.160052843	-0.160052843
NSD2	-0.344670946	-0.344670946
NSD3	-0.057140584	-0.057140584
NSDHL	-0.198749887	-0.198749887
NSF	-0.15567282	-0.15567282
NSFL1C	-0.2102747	-0.2102747
NSG1	0.069405032	0.069405032
NSG2	0.064408791	0.064408791
NSL1	-0.397956023	-0.397956023
NSMAF	0.220721441	0.220721441
NSMCE1	-0.07669088	-0.07669088
NSMCE2	-0.036923696	-0.036923696
NSMCE4A	-0.12720221	-0.12720221
NSMF	-0.229775958	-0.229775958
NSRP1	-0.142603754	-0.142603754
NSUN2	-0.304083144	-0.304083144
NSUN3	-0.042900474	-0.042900474
NSUN4	0.107973815	0.107973815
NSUN5	-0.401381132	-0.401381132
NSUN6	-0.341087408	-0.341087408
NSUN7	0.058230883	0.058230883
NT5C	0.036454746	0.036454746
NT5C1A	0.00816478	0.00816478
NT5C1B	0.077643199	0.077643199
NT5C2	-0.342123124	-0.342123124
NT5C3A	0.314748974	0.314748974
NT5C3B	-0.213167182	-0.213167182
NT5DC1	0.115483929	0.115483929
NT5DC2	-0.55137362	-0.55137362
NT5DC3	0.062505897	0.062505897
NT5E	0.022368162	0.022368162
NT5M	-0.034573147	-0.034573147
NTAN1	0.208900871	0.208900871
NTF3	0.145136565	0.145136565
NTF4	0.038624669	0.038624669
NTHL1	-0.056786802	-0.056786802
NTM	0.034781853	0.034781853
NTMT1	-0.167825969	-0.167825969
NTN1	0.018947884	0.018947884
NTN3	-0.065762069	-0.065762069
NTN4	0.049803934	0.049803934
NTN5	-0.006580394	-0.006580394
NTNG1	0.01832244	0.01832244
NTNG2	0.237966692	0.237966692
NTPCR	0.073328309	0.073328309
NTRK1	0.039399023	0.039399023
NTRK2	0.533125983	0.533125983
NTRK3	-0.021306165	-0.021306165
NTS	-0.052694003	-0.052694003
NTSR2	0.053531201	0.053531201
NUAK1	-0.084064149	-0.084064149
NUAK2	0.682232926	0.682232926
NUB1	0.16457196	0.16457196
NUBP1	-0.180499319	-0.180499319
NUBP2	-0.061087709	-0.061087709
NUBPL	0.078044865	0.078044865
NUCB1	-0.019904558	-0.019904558
NUCB2	0.304443483	0.304443483
NUCKS1	-0.073961635	-0.073961635
NUDC	-0.201892821	-0.201892821
NUDCD1	-0.225519432	-0.225519432
NUDCD2	-0.105704675	-0.105704675
NUDCD3	-0.143961113	-0.143961113
NUDT1	-0.094752512	-0.094752512
NUDT10	0.133882363	0.133882363
NUDT11	0.123480227	0.123480227
NUDT12	-0.019023618	-0.019023618
NUDT13	0.32354458	0.32354458
NUDT14	0.095643573	0.095643573
NUDT15	0.099519275	0.099519275
NUDT16	0.106771573	0.106771573
NUDT16L1	-0.208983797	-0.208983797
NUDT17	-0.462700816	-0.462700816
NUDT18	0.334031575	0.334031575
NUDT19	0.310274505	0.310274505
NUDT2	-0.132275262	-0.132275262
NUDT21	-0.258275863	-0.258275863
NUDT22	-0.184518067	-0.184518067
NUDT3	-0.160186425	-0.160186425
NUDT4	-0.01478953	-0.01478953
NUDT5	-0.26709713	-0.26709713
NUDT6	-0.182705538	-0.182705538
NUDT7	0.34786608	0.34786608
NUDT8	0.185538665	0.185538665
NUDT9	-0.053889567	-0.053889567
NUF2	-0.132988028	-0.132988028
NUFIP1	-0.00757414	-0.00757414
NUFIP2	-0.248501436	-0.248501436
NUGGC	0.034374634	0.034374634
NUMA1	-0.290819044	-0.290819044
NUMB	0.055308365	0.055308365
NUMBL	-0.027345315	-0.027345315
NUP107	-0.09045273	-0.09045273
NUP133	-0.287507437	-0.287507437
NUP153	-0.451083842	-0.451083842
NUP155	-0.399037069	-0.399037069
NUP160	-0.423815703	-0.423815703
NUP188	-0.447752125	-0.447752125
NUP205	-0.296128447	-0.296128447
NUP210	-0.672554632	-0.672554632
NUP210L	-0.001110797	-0.001110797
NUP214	-0.208137713	-0.208137713
NUP35	-0.258593588	-0.258593588
NUP37	0.014776151	0.014776151
NUP43	-0.193429301	-0.193429301
NUP50	-0.237639613	-0.237639613
NUP54	-0.105617894	-0.105617894
NUP58	0.017597332	0.017597332
NUP62	-0.255270867	-0.255270867
NUP62CL	0.115536135	0.115536135
NUP85	-0.261589889	-0.261589889
NUP88	-0.208336747	-0.208336747
NUP93	-0.329907704	-0.329907704
NUP98	-0.167226481	-0.167226481
NUP42	-0.019052249	-0.019052249
NUPR1	0.436983127	0.436983127
NUPR2	0.173265452	0.173265452
NUS1	-0.077773334	-0.077773334
NUSAP1	-0.170537361	-0.170537361
NUTF2	-0.205128286	-0.205128286
NUTM1	-0.011868915	-0.011868915
NVL	-0.002750201	-0.002750201
NWD1	-0.229875325	-0.229875325
NWD2	-0.00710739	-0.00710739
NXF1	0.123539648	0.123539648
NXF2	0.128086795	0.128086795
NXF3	-0.00710739	-0.00710739
NXN	0.347058095	0.347058095
NXNL1	-0.022394591	-0.022394591
NXNL2	0.05951613	0.05951613
NXPE2	0.221534757	0.221534757
NXPE3	0.231834395	0.231834395
NXPE4	0.239124229	0.239124229
NXPH1	-0.002357647	-0.002357647
NXPH2	-0.009430588	-0.009430588
NXPH3	0.013635435	0.013635435
NXPH4	0.059393338	0.059393338
NXT1	-0.122862201	-0.122862201
NXT2	0.0593403	0.0593403
NYAP1	-0.234788225	-0.234788225
NYNRIN	0.094530477	0.094530477
NYX	0.005699955	0.005699955
OACYLP	-0.039220017	-0.039220017
OAF	0.183534223	0.183534223
OARD1	-0.027788893	-0.027788893
OAS1	0.682728092	0.682728092
OAS2	0.911913168	0.911913168
OAS3	1.302084058	1.302084058
OASL	0.791637567	0.791637567
OASL2P	1.317780259	1.317780259
OAT	-0.154230655	-0.154230655
OAZ1	-0.0392714	-0.0392714
OAZ2	0.037724173	0.037724173
OAZ3	-0.147113906	-0.147113906
OBI1	-0.08372261	-0.08372261
OBSCN	-0.10332854	-0.10332854
OBSL1	-0.19857715	-0.19857715
OC90	0.022021417	0.022021417
OCA2	0.051575309	0.051575309
OCEL1	0.254036415	0.254036415
OCIAD1	0.09743646	0.09743646
OCIAD2	0.038882818	0.038882818
OCLN	0.043263928	0.043263928
OCM	0.246375108	0.246375108
OCRL	-0.135655885	-0.135655885
OCSTAMP	0.159646929	0.159646929
ODAD1	0.004307355	0.004307355
ODAD3	0.067828392	0.067828392
ODAD4	-0.031351157	-0.031351157
ODAM	0.036742409	0.036742409
ODAPH	0.059696715	0.059696715
ODC1	-0.307416296	-0.307416296
ODF2	-0.36005187	-0.36005187
ODF2L	0.016641247	0.016641247
ODF3	-0.04339784	-0.04339784
ODF3B	-0.034401925	-0.034401925
ODF3L1	-0.173907216	-0.173907216
ODF3L2	-0.041826929	-0.041826929
ODR4	-0.111731728	-0.111731728
OFCC1	-0.247825777	-0.247825777
OFD1	0.077982703	0.077982703
OGA	-0.231978191	-0.231978191
OGDH	-0.175991235	-0.175991235
OGDHL	-0.027505379	-0.027505379
OGFOD1	0.08747261	0.08747261
OGFOD2	-0.050871838	-0.050871838
OGFOD3	0.062701669	0.062701669
OGFR	0.193023852	0.193023852
OGFRL1	-0.030531047	-0.030531047
OGG1	-0.26727933	-0.26727933
OGN	1.798256046	1.798256046
OGT	0.166467699	0.166467699
OIP5	0.008510589	0.008510589
OIT3	0.302557134	0.302557134
OLA1	-0.104991456	-0.104991456
OLAH	0.047313953	0.047313953
OLFM1	0.164257844	0.164257844
OLFM2	0.223158227	0.223158227
OLFM3	-0.119418014	-0.119418014
OLFM4	0.077821587	0.077821587
OLFML1	0.445397043	0.445397043
OLFML2A	-0.142810587	-0.142810587
OLFML2B	0.26271103	0.26271103
OLFML3	0.433281401	0.433281401
OLIG1	-0.002932889	-0.002932889
OLIG3	-0.056356807	-0.056356807
OLR1	-0.143327677	-0.143327677
OMA1	0.006423584	0.006423584
OMD	0.139687876	0.139687876
OMG	0.541706897	0.541706897
OMP	0.099517076	0.099517076
ONECUT2	-0.031209609	-0.031209609
ONECUT3	-0.071374935	-0.071374935
OOEP	-0.139793041	-0.139793041
OOSP1	0.023629228	0.023629228
OPA1	-0.160886308	-0.160886308
OPA3	-0.093018318	-0.093018318
OPCML	0.270881543	0.270881543
OPHN1	-0.104856252	-0.104856252
OPLAH	0.053726611	0.053726611
OPN1SW	-0.224766403	-0.224766403
OPN3	0.222418927	0.222418927
OPRD1	-0.004069064	-0.004069064
OPRL1	-0.093148535	-0.093148535
OPTC	0.372858816	0.372858816
OPTN	0.081846315	0.081846315
OR10A5	-0.00710739	-0.00710739
OR10AC1	0.007142288	0.007142288
OR10C1	-0.004761525	-0.004761525
OR10H5	-0.013736845	-0.013736845
OR10V1	0.14854586	0.14854586
OR11A1	-0.103446707	-0.103446707
OR12D3	0.007142288	0.007142288
OR13C7	0.14332454	0.14332454
OR1F12P	-0.059742266	-0.059742266
OR1M1	-0.008884237	-0.008884237
OR1N2	0.003588823	0.003588823
OR1R1P	-0.009523051	-0.009523051
OR2A12	-0.019891965	-0.019891965
OR2AG2	0.007142288	0.007142288
OR2B11	-0.011731555	-0.011731555
OR2B6	0.005330542	0.005330542
OR2H1	0.005596269	0.005596269
OR2H2	-0.023463109	-0.023463109
OR2K2	0.021000016	0.021000016
OR2L5	-0.004785098	-0.004785098
OR2T1	0.058472015	0.058472015
OR2V1	1.236865216	1.236865216
OR2V2	0.424574137	0.424574137
OR2W1	-0.011731555	-0.011731555
OR2Y1	0.007443174	0.007443174
OR4C11	-0.014214779	-0.014214779
OR4C3	-0.018861176	-0.018861176
OR4D10	-0.002342183	-0.002342183
OR4D11	-0.009523051	-0.009523051
OR4P4	0.003588823	0.003588823
OR4Q3	0.007142288	0.007142288
OR4S2	0.047258456	0.047258456
OR4X2	-0.018861176	-0.018861176
OR51B2	-0.009523051	-0.009523051
OR51E1	0.226658164	0.226658164
OR51E2	-0.066864561	-0.066864561
OR51C1P	0.001063011	0.001063011
OR51V1	0.005917008	0.005917008
OR52I2	0.015991627	0.015991627
OR52K2	-0.011318499	-0.011318499
OR52N4	0.008558386	0.008558386
OR5AL1	-0.004761525	-0.004761525
OR5B12	-0.029387129	-0.029387129
OR5B21	-0.014509739	-0.014509739
OR5K1	0.018658419	0.018658419
OR5M3	-0.011334433	-0.011334433
OR5M9	0.007142288	0.007142288
OR5P2	-0.009430588	-0.009430588
OR5V1	0.156549856	0.156549856
OR6B3	-0.022917254	-0.022917254
OR6C70	0.039319168	0.039319168
OR6K2	0.037639919	0.037639919
OR6X1	-0.00710739	-0.00710739
OR6Y1	-0.021322169	-0.021322169
OR7D4	0.082093883	0.082093883
OR7E24	-0.025093279	-0.025093279
OR8A1	-0.18601576	-0.18601576
OR8B12	-0.021322169	-0.021322169
OR8D4	0.037639919	0.037639919
OR8G1	-0.021322169	-0.021322169
OR8S1	-0.058774258	-0.058774258
OR9A4	0.060948124	0.060948124
OR9A1P	0.019341273	0.019341273
ORAI1	0.053178593	0.053178593
ORAI2	-0.079686767	-0.079686767
ORAI3	0.141940531	0.141940531
ORC1	-0.544692385	-0.544692385
ORC2	-0.269612629	-0.269612629
ORC3	-0.187547389	-0.187547389
ORC4	0.080941296	0.080941296
ORC5	-0.317409522	-0.317409522
ORC6	-0.148303438	-0.148303438
ORM1	-0.237383875	-0.237383875
ORM2	-0.03979781	-0.03979781
ORMDL1	0.016895925	0.016895925
ORMDL2	-0.065642509	-0.065642509
ORMDL3	0.073877987	0.073877987
OS9	-0.026870085	-0.026870085
OSBP	0.06108826	0.06108826
OSBP2	-0.110596273	-0.110596273
OSBPL10	-0.36366143	-0.36366143
OSBPL11	0.046139445	0.046139445
OSBPL1A	0.066234686	0.066234686
OSBPL2	0.026236396	0.026236396
OSBPL3	0.063370586	0.063370586
OSBPL5	0.321259693	0.321259693
OSBPL6	-0.362617321	-0.362617321
OSBPL7	0.308693977	0.308693977
OSBPL8	0.301164317	0.301164317
OSBPL9	0.179811663	0.179811663
OSCAR	-0.12572033	-0.12572033
OSCP1	0.009030045	0.009030045
OSER1	0.009575974	0.009575974
OSGEP	-0.098192106	-0.098192106
OSGEPL1	0.000530624	0.000530624
OSGIN1	0.007189361	0.007189361
OSGIN2	-0.102977064	-0.102977064
OSM	0.20983386	0.20983386
OSMR	0.463138538	0.463138538
OSR1	0.877425281	0.877425281
OSR2	0.19791969	0.19791969
OST4	-0.096184728	-0.096184728
OSTC	-0.117828591	-0.117828591
OSTF1	0.353495656	0.353495656
OSTM1	0.04778607	0.04778607
OSTN	0.015541017	0.015541017
OTC	-0.144319802	-0.144319802
OTOA	0.117287971	0.117287971
OTOF	-0.022842255	-0.022842255
OTOG	-0.029471171	-0.029471171
OTOGL	0.007177646	0.007177646
OTOP1	0.011894332	0.011894332
OTOP2	-0.186120224	-0.186120224
OTOP3	0.013654525	0.013654525
OTOR	-0.048760508	-0.048760508
OTOS	0.303840813	0.303840813
OTP	0.180951085	0.180951085
OTUB1	-0.109818565	-0.109818565
OTUB2	-0.000313187	-0.000313187
OTUD1	-0.065960967	-0.065960967
OTUD3	-0.218184467	-0.218184467
OTUD4	-0.171852627	-0.171852627
OTUD5	-0.014114548	-0.014114548
OTUD6A	0.053531201	0.053531201
OTUD6B	-0.068810811	-0.068810811
OTUD7A	0.006434794	0.006434794
OTUD7B	-0.251753962	-0.251753962
OTULIN	-0.05321233	-0.05321233
OTULINL	0.425205195	0.425205195
OTX1	-0.067621196	-0.067621196
OVCA2	-0.182313626	-0.182313626
OVGP1	-0.092937696	-0.092937696
OVOL1	-0.025301736	-0.025301736
OVOL2	0.024956239	0.024956239
OXA1L	-0.072132773	-0.072132773
OXCT1	0.12531097	0.12531097
OXCT2	0.032879301	0.032879301
OXGR1	-0.013508402	-0.013508402
OXLD1	0.470603277	0.470603277
OXNAD1	-0.055165919	-0.055165919
OXR1	0.176595098	0.176595098
OXSM	-0.026572696	-0.026572696
